"UniProt","name","direction","importance"
"P26436","sperm protein 10","up",0.111378362158052
"Q99LC4.201",NA,"up",0.111346605503643
"Q9NX40","OCAD1","down",0.111013962654769
"P51884","Lumican","down",0.110992488218046
"Q9BSE4","HERP2","down",0.110938775131866
"Q96N06","SPT33","down",0.110880083038422
"Q96BW1","UPP","up",0.110871939489699
"Q9H2C0","GAN","down",0.110821940314377
"Q9H5V8","CDCP1","down",0.110821940314377
"P04233.1",NA,"up",0.110821940314377
"Q5XG99","LYSM4","up",0.110821940314377
"Q13519","PNOC","down",0.110758642641692
"Q6AZY7.1",NA,"up",0.110698317549808
"Q99728","BARD1","up",0.110553930007526
"Q8TAP4","LMO3","down",0.110553930007526
"Q5TA77","LCE3B","down",0.110545982814187
"P53803","RPAB4","up",0.110455058776802
"O14793","Myostatin","up",0.110419678090612
"Q8NDV2","GPR26","up",0.110419678090612
"Q8N142","PURA1","down",0.110419678090612
"P60981","DEST","down",0.110419678090612
"Q8WTV0","SCRB1","up",0.110419678090612
"Q9BZL1","UBL5","down",0.110419678090612
"Q7LG56.1",NA,"down",0.110419678090612
"P55287","Cadherin-11:ECD","up",0.110290516769854
"P20701","LFA-1 alpha-L chain","down",0.110290235682949
"Q8N109","KI2LA","down",0.110209906191738
"Q99828","CIB1","down",0.110110325035244
"Q9NZ53","PDXL2","down",0.110110325035244
"Q9H4F8","SMOC1","up",0.110110325035244
"Q9H3N1","TXND1","up",0.110110325035244
"Q6PCB0","VWA1","down",0.110110325035244
"P40967","GP100","up",0.110110325035244
"Q6ZRP7","QSOX2","up",0.110110325035244
"Q9NZC7","WWOX","up",0.110096103312894
"P29320","EPHA3","up",0.110058110150548
"P26022","PTX3","down",0.110058110150548
"Q6UX82","YA003","up",0.110038694166438
"P78417","GST omega-1","down",0.110004125745038
"P08069","IGF-I sR","up",0.109931139683595
"Q8TAK6","OLIG1","down",0.10986646914613
"P57771","RGS8","down",0.109826539612377
"Q6UXI7.1",NA,"up",0.109808286738546
"O95498.1",NA,"down",0.109501166604811
"P21589","5'-Nucleotidase","down",0.109411251684894
"O43175","SERA","down",0.109273620523955
"O14908.1",NA,"up",0.109273620523955
"P00915","Carbonic anhydrase I","up",0.109158408442666
"Q96DR5","SPLC2","down",0.109041199123482
"P20248.P24941",NA,"down",0.109041199123482
"Q99LC4.149",NA,"down",0.109041199123482
"Q14956.3",NA,"up",0.108723125994273
"O14770","MEIS2","down",0.1087153019273
"Q6DD88","ATLA3","up",0.108676013907263
"Q99LC4.70",NA,"up",0.108601841120144
"O75817","POP7","down",0.108580784506028
"Q99LC4.55",NA,"up",0.10857990450808
"O43761","SNG3","up",0.108487375922894
"P08246","Elastase","up",0.108487375922894
"O15391","TYY2","up",0.108487375922894
"P52657","T2AG","up",0.108487375922894
"O75356","ENTP5","up",0.108487375922894
"Q9Y6K9","IKK-gamma","down",0.108444175857621
"Q9BR61.1",NA,"down",0.108310614167065
"P23510.1",NA,"up",0.108307657905076
"P05107.P20701",NA,"down",0.108243996037734
"P10124","Platelet proteoglycan","up",0.108225420627898
"P01210","PENK","down",0.108034973266632
"P84077","ARF1","up",0.107842207890214
"Q9Y5X2","SNX8","down",0.107752249366443
"P78504.1",NA,"down",0.107701454672321
"P17181","IFN-a/b R1","down",0.107437920967029
"Q8TBQ9","KISHA","up",0.10737501116381
"Q96B26","EXOS8","down",0.107366707677476
"Q86YD5","LRAD3","down",0.107366707677476
"Q14206","RCAN2","up",0.10729903406934
"P51815","ZN75D","up",0.10728505360201
"Q9NZU1","FLRT1","up",0.107230049751231
"P13928","Annexin A8","down",0.107230049751231
"Q96NZ8","WFKN1","up",0.107230049751231
"Q96GD4","AURKB","up",0.107230049751231
"Q06323","PSME1","down",0.107230049751231
"Q5JTV8","TOIP1:Perinuclear","up",0.107230049751231
"Q6PD74","P34","down",0.107230049751231
"Q9GZV1","ANKR2","down",0.107230049751231
"Q8IW75","Vaspin","up",0.107230049751231
"Q8N5Z0","AADAT","down",0.107167030451129
"Q86T26","TM11B","up",0.107108479450192
"Q09FC8","ZN415","down",0.106967331213991
"P06727","Apo A-IV","down",0.106967331213991
"O75818","RPP40","up",0.106583125619624
"O43707","ACTN4","up",0.106558398186695
"Q99LC4.229",NA,"down",0.106305336916737
"P04745","Amylase, alpha 1A","up",0.106238787048568
"O00141","SGK1","up",0.106201664256545
"Q99941","ATF6B","up",0.106180098042901
"P43358","MAGE-4","up",0.10602746425303
"P05161","UCRP","down",0.105957899786219
"O94782.Q8TAF3",NA,"up",0.1059000716001
"Q99LC4.159",NA,"up",0.105889034832224
"Q7Z6E9","RBBP6","up",0.105868458552302
"Q03393","PTPS","down",0.10541535759845
"P35225","IL-13","up",0.10541535759845
"Q9H227","GBA3","up",0.10541535759845
"Q24JP5","T132A","down",0.10541535759845
"Q8N0X7","SPG20","up",0.105198282799767
"Q6UWL6","KIRR2","up",0.10517191388198
"Q86WN1","FCSD1","up",0.105160527606768
"Q02223","BCMA","up",0.104884965468983
"Q13620","CUL4B","down",0.104738734119889
"P40238","Thrombopoietin Receptor","up",0.10473835529896
"P01189","b-Endorphin","down",0.104727380569782
"Q9P286","PAK7","up",0.104559394897316
"Q16322","KCA10","up",0.10452608986164
"Q99LC4.46",NA,"up",0.104522956570313
"O43474","KLF4","up",0.104522956570313
"Q9UKX5","ITA11","up",0.104364038346385
"P12821","ACE","down",0.104353749206573
"Q8N2Q7","NLGN1","down",0.104353749206573
"Q5XKK7","CO017","up",0.104353749206573
"Q13145.2",NA,"up",0.104353749206573
"Q07954.2",NA,"down",0.104353749206573
"P0DJI8.1",NA,"up",0.104304260295429
"Q9Y6T7","DGKB","down",0.104237922914334
"Q6UWE0","LRSM1","down",0.103975585777351
"Q8TAD8","SNIP1","up",0.103891800830701
"P26447","S100A4","down",0.103889836256011
"Q9NRB3","CHSTC","down",0.103889836256011
"O75884","RBBP9","up",0.103889836256011
"Q495W5","FUT11","down",0.103889836256011
"P98066","TSG-6","up",0.103889836256011
"P11006","Magainin-1_XENLA","up",0.103889836256011
"P62760","VISL1","up",0.103674333631845
"P08185","CBG","up",0.103588384412667
"Q99LC4.27",NA,"up",0.103512191194258
"Q9Y6K8","Adenylate kinase isoenzyme 5","up",0.103512191194258
"Q99LC4.85",NA,"up",0.103071854664514
"Q07157","ZO1","up",0.102816038748878
"P15884","ITF2","up",0.10264915625436
"Q6MZZ7","CAN13","down",0.10264915625436
"Q99LC4.2",NA,"down",0.10264915625436
"O75022.1",NA,"up",0.10261480430429
"P18206","Vinculin","down",0.102551530786681
"Q9H7X7","IFT22","up",0.102487190311913
"Q9NSA3","CNBP1","up",0.102487190311913
"Q96A72","MGN2","down",0.102428672823793
"Q9ULG6","CCPG1","up",0.102428672823793
"Q8N9A8","NEPR1","down",0.102428672823793
"Q03591","FHR1","down",0.102428672823793
"Q9Y663","HS3SA","down",0.102403673601269
"Q14833","GRM4","down",0.102349388373229
"Q92541","RTF1","down",0.102349388373229
"Q8WU39.1",NA,"up",0.102349388373229
"P40197","GPV","up",0.102339055034394
"O14958","CASQ2","up",0.102254523497497
"Q9GZT9","EGLN1","up",0.10224672592835
"Q13596","SNX1","up",0.10222861316094
"Q8TC84","FANK1","up",0.102106781879075
"O15075","DCAK1","up",0.102106781879075
"P07288.1",NA,"up",0.10178265824474
"P51965","UB2E1","down",0.101656052416201
"O60259","kallikrein 8","up",0.101625883444073
"P02790.2",NA,"down",0.101625883444073
"Q07507","DERM","down",0.101625883444073
"Q4G0N4","NAKD2","up",0.101571205890882
"P51451","BLK","up",0.101445348253531
"Q86SR1","GLT10","down",0.101286073354109
"Q6UXG2","K1324:ECD","down",0.101034729874767
"Q03692","COAA1","up",0.100994746463684
"P0C0S5","Histone H2A.z","up",0.10083841534987
"O15488","GLYG2","up",0.100449460677551
"Q9NYM9","BET1L","up",0.100327730386505
"Q8IZP7","H6ST3","up",0.100327730386505
"Q06413","MEF2C","up",0.100327730386505
"P12036","NFH","up",0.100327730386505
"O43396","TXNL1","up",0.100127912018758
"Q13501.1",NA,"up",0.100127912018758
"Q8IUB3","WF10B","down",0.100051154297243
"P10696.1",NA,"down",0.100051154297243
"Q6UXK2.1",NA,"up",0.100026816889761
