"protein","mi_median_ctrl","sel_freq_ctrl","mi_median_als","sel_freq_als","mi_median_nonals","sel_freq_nonals","mi_full_ctrl","mi_full_als","mi_full_nonals","delta_mi_median","delta_sel_freq","high_ctrl","high_als","high_nonals","category"
"Q9HBM1",0.464820530879433,1,0.380711005964219,1,0.275697095187329,0.33,0.464820530879433,0.378851974980124,0.306710215103667,-0.359806620102543,-1,TRUE,TRUE,FALSE,"low_or_nonspecific"
"Q6UXK5",0.364398069725099,0.99,0.234710855253922,1,0.186166489394644,0.09,0.350599323564385,0.222604593153,0.200392896845463,-0.315853703865821,-0.98,TRUE,TRUE,FALSE,"low_or_nonspecific"
"O75347",0.260225133082418,0.9,0.191760037213333,1,0.230337863856122,0.17,0.279644046690144,0.19638355950728,0.206888223797298,-0.298802959725207,-0.8,TRUE,TRUE,FALSE,"low_or_nonspecific"
"O75106",0.216042748086666,0.62,0.0244649831826733,0.02,0.157068468223603,0,0.173603721453989,0.0083342790003984,0.119682828532852,-0.348646233127596,-1.22,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99584",0.208472348568649,0.61,0.196323258030015,1,0.235114623525019,0.24,0.180637136009701,0.178691850244984,0.206888223797298,-0.247263714063653,-0.22,FALSE,TRUE,FALSE,"ALS_specific"
"P07196",0.193803236800682,0.56,0.157414252169114,0.99,0.204681595464272,0.14,0.206125687792671,0.150633971458976,0.200392896845463,-0.241070580095841,-0.13,FALSE,TRUE,FALSE,"ALS_specific"
"O60704",0.183423430940268,0.43,0.0241167279178591,0.02,0.128095296396565,0.01,0.19346870612297,0.0184596614193695,0.0396925139935216,-0.287401999418974,-0.84,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q92185",0.180198955832972,0.43,0.112393473212868,0.97,0.149806811211317,0.02,0.160966939318792,0.103001281969341,0.119682828532852,-0.217612293831421,0.11,FALSE,TRUE,FALSE,"ALS_specific"
"O43264",0.168537616685258,0.3,0.105286688287397,0.92,0.155207729920067,0.02,0.148198382338777,0.0963615666931861,0.119682828532852,-0.218458658317929,0.32,FALSE,TRUE,FALSE,"ALS_specific"
"Q92886",0.162380529087002,0.4,0.0194380638541793,0.01,0.141923136762508,0.01,0.1591416791331,0.0133679265401674,0.117449877918595,-0.284865601995331,-0.79,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q7Z5W3",0.161985064734217,0.27,0.112881588610089,0.93,0.146686668346965,0.01,0.110895156985082,0.107544509215113,0.119682828532852,-0.195790144471093,0.39,FALSE,TRUE,FALSE,"ALS_specific"
"P78325",0.160033118723373,0.31,0.0137271799831828,0,0.179319298819237,0.15,0.0994746225646446,0.00111180795301813,0.127833523346262,-0.325625237559427,-0.62,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P45985",0.159467603387472,0.24,0.0142192949132303,0,0.103463908531757,0,0.129479137672035,0.00858217526370764,0.0461878409453567,-0.248712217005999,-0.48,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P52943",0.151858342300139,0.22,0.0128984177761016,0,0.137698430788672,0.03,0.122183377290868,0.00335905363784983,0.0461878409453564,-0.27665835531271,-0.44,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O43175",0.15146918993601,0.26,0.113778882890693,0.95,0.152505159203561,0.01,0.144776126184583,0.107410842466579,0.114281313216044,-0.190195466248878,0.43,FALSE,TRUE,FALSE,"ALS_specific"
"P36404",0.150784934818061,0.26,0.0640348629484144,0.5,0.166977313178547,0.04,0.143696216508785,0.0502332854978969,0.119682828532852,-0.253727385048193,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q12778",0.15041231843625,0.27,0.126865871288401,0.99,0.148917773410194,0.03,0.144776126184583,0.108648993760209,0.102803856153351,-0.172464220558042,0.45,FALSE,TRUE,FALSE,"ALS_specific"
"P20800",0.148662304496777,0.25,0.0155430556700309,0,0.113218407624663,0,0.081826087366506,0.0137865617309063,0.0844116869328726,-0.246337656451409,-0.5,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q06413",0.145596323387046,0.26,0.0165484476043896,0.01,0.139703943896924,0.02,0.150070982357331,0.00943112653514211,0.102803856153351,-0.268751819679581,-0.51,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96DR5",0.14477178818239,0.18,0.0702806951692589,0.6,0.114762281400807,0,0.120128826921429,0.0633914617999491,0.052683167897192,-0.189253374413938,0.24,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P43629",0.14270878158396,0.19,0.0286648319146705,0.02,0.146355622844465,0,0.103996352947392,0.0152766934528885,0.10280385615335,-0.260399572513755,-0.36,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9HCU0",0.140932562936637,0.2,0.0198480339274798,0,0.135974715628187,0.02,0.147886935066431,0.0169986103554254,0.0608338627106015,-0.257059244637344,-0.4,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UPZ6.1",0.140820381348829,0.21,0.0193479132848162,0,0.131477117630013,0,0.0751208489626904,0.0178886191942311,0.0580846832139994,-0.252949585694026,-0.42,FALSE,FALSE,FALSE,"low_or_nonspecific"
"F5H284",0.140751499160557,0.14,0.0121525420574442,0,0.119682828532852,0,0.118997519395367,0.00166641152332714,0.0963085292015153,-0.248281785635965,-0.28,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NS62",0.140311918386506,0.22,0.0164847212156489,0,0.152505159203561,0.01,0.11421627886037,0.0117798751024454,0.152505159203561,-0.276332356374417,-0.44,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NSI8",0.138064463565152,0.22,0.0131937294768876,0,0.122319494109532,0,0.113478457022831,0.00706322242874347,0.0461878409453564,-0.247190228197796,-0.44,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NWT6",0.138020994100123,0.19,0.0204567030873726,0,0.133989127980648,0.04,0.0963401625194082,0.00951438815765115,0.0461878409453564,-0.251553418993398,-0.38,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q16619",0.136285633786697,0.23,0.102801159175014,0.89,0.261346629118522,0.27,0.139816405953654,0.0961245583926096,0.200392896845463,-0.294831103730206,0.43,FALSE,TRUE,FALSE,"ALS_specific"
"Q96LA5",0.135516662580229,0.17,0.0182327957220192,0.01,0.170791807932691,0.04,0.114613235203847,0.0118529790825743,0.153440773291855,-0.288075674790902,-0.33,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q6PKC3.1",0.135420338361928,0.26,0.0143145673529679,0,0.123870577415364,0,0.101251320573276,0.00678951812547934,0.0396925139935216,-0.244976348424325,-0.52,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9Y253",0.135155976117125,0.16,0.0305704469555514,0.1,0.126253496212174,0.02,0.0861202366064298,0.0209846596888306,0.052683167897192,-0.230839025373748,-0.22,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q13642",0.134925783759499,0.19,0.0170424446516158,0,0.152829775392617,0,0.16729543939365,0.00797880678810747,0.107785986264209,-0.270713114500501,-0.38,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P04233",0.133425759087954,0.16,0.0223541353237089,0.03,0.12919059730001,0,0.0766525834871832,0.00749120336792553,0.117449877918595,-0.240262221064256,-0.29,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q15782",0.132381411290756,0.14,0.0125216164171604,0,0.133483650572757,0,0.119066299586947,0.00329205601903126,0.107785986264209,-0.253343445446352,-0.28,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9P2W7",0.132381139563145,0.16,0.0305431114186547,0.05,0.128870236328141,0.02,0.1379438059351,0.0219194543345247,0.0580846832139994,-0.230708264472631,-0.27,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P05014.1",0.132236025219215,0.12,0.0141675027755603,0,0.144085827583001,0,0.120803635625714,0.00194063840476089,0.107785986264209,-0.262154350026656,-0.24,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O95671",0.132091435334091,0.14,0.0243723068341302,0,0.113476292957358,0.01,0.117747695249085,0.0118333758189189,0.0909070138847075,-0.221195421457318,-0.28,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q13630",0.130938701379266,0.21,0.0273918001211799,0.04,0.115422333779214,0,0.0877623240970387,0.01848226406864,0.0396925139935216,-0.2189692350373,-0.38,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P06753.1",0.130903094613749,0.17,0.0203940430988927,0.01,0.116838880019358,0,0.107130812992628,0.00803760749510207,0.0461878409453564,-0.227347931534214,-0.33,FALSE,FALSE,FALSE,"low_or_nonspecific"
"A4D1T9",0.13052975380206,0.17,0.0183097553965752,0.01,0.153662950476197,0.02,0.101251320573276,0.01673519852744,0.158842288608663,-0.265882948881682,-0.33,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P36980",0.129705970323543,0.19,0.0498810048929859,0.26,0.100445459587034,0,0.0882378001091224,0.0440202417586995,0.052683167897192,-0.180270425017592,-0.12,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9BYW2",0.129058137179605,0.09,0.0271495541792763,0.02,0.160558333781326,0.03,0.0877623240970387,0.0160040155008412,0.066235378027409,-0.262466916781654,-0.16,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P10584.2",0.128691995311389,0.12,0.022903629493449,0.02,0.115993680294018,0,0.115990141195797,0.0109562936592216,0.0909070138847079,-0.221782046111957,-0.22,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P14555",0.128356968554913,0.15,0.015966671034473,0,0.125511891475963,0.01,0.0906344383168207,0.00739028667729569,0.0963085292015153,-0.237902188996403,-0.3,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O43708",0.128312835877848,0.12,0.0122593065901664,0,0.136029901786483,0.01,0.116137441055984,0.00109643518164582,0.0844116869328726,-0.252083431074164,-0.24,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q6BAA4",0.128094078414354,0.19,0.0155057777123793,0.02,0.130006772565645,0,0.0665628079574301,0.00915400606670813,0.0461878409453564,-0.24259507326762,-0.36,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99LC4.154",0.127757976791006,0.11,0.0272178701211572,0.03,0.167614633359016,0.09,0.119163963210899,0.014617952126859,0.237896989059699,-0.268154740028865,-0.19,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P33764",0.127729048986921,0.15,0.019140080810566,0,0.145795555886336,0.01,0.147132384349341,0.0136175400537302,0.153440773291855,-0.254384524062691,-0.3,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P10147",0.126972133784615,0.09,0.0131243595158299,0,0.118566353225724,0.02,0.085705897921637,0.00643207221535347,0.052683167897192,-0.232414127494509,-0.18,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P61599",0.126933382450368,0.12,0.0133088730862874,0,0.148754427985913,0.02,0.0894044115876471,0.00554290617705133,0.0515893562621641,-0.262378937349994,-0.24,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q6P1L8",0.126274999581659,0.14,0.0161411773902902,0.04,0.124342752120814,0,0.117747695249085,0.00351611438282884,0.0909070138847079,-0.234476574312183,-0.24,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9BTE7",0.126270146889691,0.08,0.0679513984364373,0.66,0.121057418281153,0.02,0.101251320573276,0.0682325999139812,0.0461878409453564,-0.179376166734407,0.5,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9P283",0.125885634789872,0.11,0.0219917403525531,0.01,0.138150338480816,0,0.0953516101394047,0.00960475784046677,0.0963085292015153,-0.242044232918135,-0.21,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q7Z7H8",0.125839844669229,0.11,0.0164340624773422,0,0.123786343771815,0.01,0.112225797203345,0.00759908008818799,0.0580846832139994,-0.233192125963702,-0.22,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9Y240.1",0.125769060867435,0.12,0.0159959494144966,0,0.133106854499622,0.01,0.110419680972997,0.00943597740752899,0.11095455096676,-0.24287996595256,-0.24,FALSE,FALSE,FALSE,"low_or_nonspecific"
"A8MQ03",0.124927673175019,0.07,0.0192002002360494,0,0.135445325605225,0.01,0.102794670380758,0.00470499907677224,0.0515893562621641,-0.241172798544195,-0.14,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UMX1",0.1247857917555,0.08,0.0129985999224538,0,0.132727052152269,0,0.111732938849944,0.00184010080288566,0.107785986264209,-0.244514243985315,-0.16,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P06753",0.124592012406766,0.13,0.014112960241969,0.02,0.116044611235126,0.01,0.091229671773339,0.00445280091658828,0.0461878409453564,-0.226523663399923,-0.24,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P00747.1",0.124373201494828,0.06,0.0371993047920582,0.12,0.164402001472204,0,0.116137441055984,0.0286414739629048,0.164402001472204,-0.251575898174973,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P50406",0.124372087810122,0.14,0.0253292445863214,0.02,0.121319191331456,0.02,0.0628133170385659,0.0182658785809662,0.0909070138847079,-0.220362034555257,-0.26,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9Y240",0.123902183140952,0.1,0.0161586555181319,0.01,0.151989159429693,0.04,0.104849220750198,0.0181075665297619,0.066235378027409,-0.259732687052513,-0.19,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P09564",0.123569862995778,0.16,0.0180684188057492,0,0.150535470908025,0,0.113478457022831,0.006259430772102,0.113187501581017,-0.256036915098054,-0.32,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P26715",0.123502066006565,0.08,0.0125730462018221,0,0.188639809547043,0.14,0.114769735271229,0.00261538801660999,0.134328850298097,-0.299568829351786,-0.16,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9H7B7",0.123398905465214,0.09,0.0165522632925919,0,0.114155867263985,0.02,0.111868202829732,0.0127566544570765,0.0461878409453564,-0.221002509436606,-0.18,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8WXH2",0.123389584847614,0.12,0.0139919462011053,0,0.139758533447163,0,0.0748585031372362,0.00533772771925634,0.0515893562621641,-0.249156172093671,-0.24,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P12544",0.123321142227636,0.11,0.0281773718955576,0.02,0.116355402731686,0.01,0.121512039241537,0.0216505058347134,0.0963085292015153,-0.211499173063765,-0.2,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P12830",0.122974284532816,0.15,0.0129967084281211,0.02,0.104123960910164,0,0.12540576148303,0.0123220988100887,0.052683167897192,-0.214101537014859,-0.28,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P58335",0.12293001878882,0.08,0.0397491888032775,0.1,0.105553035649953,0.01,0.108265591173645,0.02833158963284,0.0014686680060052,-0.188733865635495,-0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q15170",0.122594406501067,0.06,0.0189296373681023,0,0.127914435177731,0,0.0827944217319896,0.00975516710415114,0.11095455096676,-0.231579204310696,-0.12,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P56704",0.12259139309106,0.15,0.0216791180316545,0,0.155717791090373,0.02,0.0831273093630531,0.0181604744482344,0.102803856153351,-0.256630066149778,-0.3,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P13726",0.122146018043152,0.15,0.0122637758529363,0.02,0.128354900106156,0,0.0651632688751662,0.00533478587343339,0.066235378027409,-0.238237142296371,-0.28,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9BYV9",0.121574884584024,0.16,0.0123844996329912,0,0.132396832366305,0,0.1228426794598,0.00173545994696678,0.0844116869328726,-0.241587217317338,-0.32,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99LC4.199",0.121041070437497,0.08,0.0127958160366022,0,0.152505159203561,0.03,0.0877623240970387,0.00520205640583038,0.134328850298097,-0.260750413604455,-0.16,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P16435",0.1208319548656,0.07,0.0155718657081299,0.01,0.142095984718274,0,0.100873508185144,0.0103455865230915,0.0580846832139994,-0.247356073875745,-0.13,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P43220.1",0.120641497508886,0.06,0.0246796641311335,0,0.0984046857811994,0.01,0.109269396256629,0.0113188367681389,0.0014686680060052,-0.194366519158952,-0.12,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O75715",0.12029219208036,0.14,0.0214174559503582,0.01,0.106669510957081,0.01,0.100038022723654,0.00942172167583699,0.052683167897192,-0.205544247087083,-0.27,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O43761",0.120182503399882,0.12,0.0120580274894713,0,0.129223119786206,0,0.0911763981171125,0.00716957769534732,0.0608338627106015,-0.237347595696616,-0.24,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q13572",0.120170409550698,0.09,0.0816772892747222,0.8,0.114590259161576,0,0.105980528276259,0.0692401260049196,0.0909070138847079,-0.153083379437552,0.62,FALSE,TRUE,FALSE,"ALS_specific"
"Q99LC4.7",0.12013107902073,0.12,0.0123246012033889,0,0.114590259161576,0,0.111732938849944,0.00537026473379942,0.0844116869328726,-0.222396736978917,-0.24,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P01178",0.119881742747551,0.05,0.0117671878426504,0,0.130703794140986,0,0.125668107308484,0.0037787809363472,0.0580846832139994,-0.238818349045887,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q13410",0.119540744268397,0.18,0.0104115308400128,0,0.140899517977419,0.04,0.109365718863961,0.000777245485024558,0.134328850298097,-0.250028731405803,-0.36,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P47902",0.119343615766861,0.05,0.0226271788031429,0.02,0.154625825006373,0.08,0.0975846402047753,0.0177051254087752,0.117449877918595,-0.251342261970091,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P01137",0.119161425712295,0.06,0.0173440059931986,0.02,0.153876846665195,0.05,0.0934424838241896,0.00769464853725532,0.066235378027409,-0.255694266384291,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P49720",0.118711792834634,0.11,0.0115401101834638,0,0.114281313216045,0,0.081826087366506,0.00520168167679858,0.0461878409453567,-0.221452995867215,-0.22,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8WU20",0.118698502778422,0.07,0.0137548946893344,0.01,0.12786169117852,0,0.111732938849944,0.00330129398769063,0.107785986264209,-0.232805299267608,-0.13,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9ULS5.1",0.118627063190063,0.1,0.0481926556182375,0.23,0.122663687745282,0.03,0.134856685722726,0.0381200754957374,0.0608338627106015,-0.193098095317107,0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8N912",0.118544720393462,0.04,0.0258077429828978,0.03,0.110998618151021,0,0.0832890416994188,0.0238657245081328,0.0461878409453567,-0.203735595561586,-0.05,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9BYC5",0.117995899310701,0.09,0.0203915592853576,0.01,0.135357550016909,0.01,0.069716832555422,0.0109297823413432,0.0909070138847079,-0.232961890042252,-0.17,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q15485",0.117605121164679,0.06,0.0155036611704826,0,0.133106854499622,0,0.0869365781125748,0.00533272898623194,0.0844116869328726,-0.235208314493819,-0.12,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O76036",0.11711684387163,0.12,0.0176587348236863,0,0.163129403277847,0.01,0.0783587396902052,0.0138737588690545,0.105553035649953,-0.262587512325791,-0.24,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8IYN2",0.117070924993793,0.13,0.0206365980222507,0.02,0.149769369956052,0.01,0.0791844856746691,0.0162732460150408,0.102803856153351,-0.246203696927594,-0.24,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UBQ0",0.116962520370703,0.07,0.0549667953583077,0.39,0.127464969644672,0,0.0879558897309125,0.0456363985704789,0.0909070138847079,-0.189460694657067,0.25,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P48788",0.11678288863452,0.18,0.0208246466336834,0,0.131602563582073,0.01,0.0891420657621929,0.0124787109181788,0.102803856153351,-0.22756080558291,-0.36,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P05060",0.116626441727011,0.08,0.0250922869954935,0.06,0.113772077762274,0,0.0880072875811773,0.0135828641125593,0.0396925139935216,-0.205306232493791,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96SI1",0.116551370476069,0.04,0.0129883590701916,0,0.11765957052157,0.02,0.115708651414998,0.00302938946551379,0.0844116869328726,-0.221222581927448,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P47989",0.116545116237289,0.05,0.0129628284219692,0,0.138783323492907,0.01,0.0797870435324204,0.00278907729616851,0.0580846832139994,-0.242365611308227,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P23434",0.116210797304853,0.11,0.0160721116507496,0,0.10778598626421,0,0.0712092051100504,0.00789274028360465,0.0461878409453564,-0.207924671918313,-0.22,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8N158",0.116098322695481,0.05,0.0144853181874971,0,0.136561800912353,0,0.110781986825776,0.00459653926572212,0.122851393235403,-0.238174805420337,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96RL6.1",0.116036683604164,0.08,0.0164958912923376,0,0.191004522982687,0.15,0.10251318059996,0.0145764970360251,0.153440773291855,-0.290545315294514,-0.16,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O43508",0.116023202369945,0.14,0.0193900414477204,0,0.15930141883786,0.08,0.139078584116116,0.00994566558592114,0.172552696285613,-0.255934579760085,-0.28,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q15836",0.115776947213002,0.05,0.0233297394636416,0,0.125511971427153,0.01,0.0829123033704611,0.0155254735293084,0.0515893562621641,-0.217959179176514,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P01189.2",0.115702032157432,0.06,0.0228779207534104,0.02,0.139315235626143,0.02,0.112225797203345,0.0109442617053772,0.0461878409453564,-0.232139347030165,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96LC9",0.115615072200041,0.05,0.0121920859636289,0,0.154258954691157,0.02,0.0737411072975358,0.00297286632241001,0.127833523346262,-0.25768194092757,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96SR6",0.11517334639493,0.08,0.0212131788426588,0.01,0.158310389482792,0.06,0.0627786665478678,0.012244273817728,0.122851393235403,-0.252270557035062,-0.15,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q14184",0.114916842956478,0.08,0.0115987406568439,0,0.155287425301491,0.06,0.0933327843198386,0.00311874146850499,0.139730365614905,-0.258605527601125,-0.16,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q16718",0.114895265308079,0.06,0.0146244079356019,0,0.13685758571727,0,0.0639480952195819,0.00401299482944051,0.114281313216045,-0.237128443089747,-0.12,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O95154",0.114843984683089,0.13,0.0184829798309516,0,0.114823864379621,0,0.0589179999480818,0.0110489794032298,0.0014686680060052,-0.211184869231758,-0.26,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96DX5",0.114650860202645,0.09,0.0122567765966433,0.01,0.126666117098025,0,0.114613235203847,0.0042528704047573,0.0461878409453564,-0.229060200704027,-0.17,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8N5W8",0.114445426187725,0.12,0.0174065621586545,0.01,0.138081991181905,0.03,0.087431198080004,0.00888404492406147,0.134328850298097,-0.235120855210976,-0.23,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q6PDA7",0.114421896258166,0.09,0.0195895439617715,0,0.154601315783245,0.02,0.0902374819733436,0.0102871450418505,0.107785986264209,-0.24943366807964,-0.18,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P56278",0.114206430589717,0.04,0.012458977763165,0,0.163180005673728,0.01,0.118747209450313,0.00167797185124341,0.102803856153351,-0.26492745850028,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q63HM9",0.114145158337819,0.07,0.0142616127846606,0,0.148483381512602,0.01,0.139339054135608,0.00470499907677224,0.107785986264209,-0.248366927065761,-0.14,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O94760",0.114123629291982,0.1,0.0167194730647948,0,0.11095455096676,0,0.119457488872098,0.00966891852066976,0.0461878409453564,-0.208358707193947,-0.2,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O75446",0.114089274436074,0.07,0.0242911594651209,0.02,0.120625436049722,0,0.116137441055984,0.0218108275376663,0.052683167897192,-0.210423551020675,-0.12,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P09493",0.113969623444759,0.06,0.0181839660668774,0.01,0.126379171272712,0.01,0.102794670380758,0.014948027875314,0.0608338627106015,-0.222164828650593,-0.11,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9Y6X0",0.113698428928351,0.04,0.0155663119347709,0,0.129671634010611,0.01,0.114164881010106,0.0102871450418505,0.122851393235403,-0.227803751004191,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P21246",0.113694167012267,0.07,0.0216362434319584,0.03,0.127043509779218,0.01,0.0939041623418446,0.0171233172736334,0.0580846832139994,-0.219101433359526,-0.11,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P50135",0.113553414982793,0.11,0.0152526482332158,0,0.114193537627728,0,0.0974061605088439,0.00996223614626723,0.0844116869328726,-0.212494304377305,-0.22,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8IZS8",0.113484173598014,0.1,0.0231717710036252,0.02,0.108596154400444,0,0.0618935448501423,0.0153388796557348,0.0909070138847079,-0.198908556994833,-0.18,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O95954",0.113364152958456,0.07,0.0188226348104463,0.01,0.127222525447025,0,0.104174412045913,0.0168934957794744,0.0844116869328726,-0.221764043595034,-0.13,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P37235.1",0.113190473548474,0.03,0.0173215157685678,0,0.115530457012286,0,0.0993787205547223,0.00449318257410258,0.052683167897192,-0.211399414792193,-0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q15274",0.11306453248232,0.08,0.0209713637050331,0,0.156895620267837,0.04,0.106773218619016,0.00533272898623149,0.139730365614905,-0.248988789045125,-0.16,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q08334",0.112975412662761,0.07,0.0289120992152201,0.03,0.142569959474461,0.01,0.102513180599959,0.0202906533370975,0.107785986264209,-0.226633272922002,-0.11,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P56159",0.112927779136054,0.06,0.0156763474122872,0,0.121750153728395,0.01,0.106773218619016,0.00438826050610164,0.0580846832139994,-0.219001585452162,-0.12,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UHY1",0.112798276446417,0.12,0.0160325302444233,0,0.139432071707078,0.04,0.0877623240970387,0.0112258738184887,0.0580846832139994,-0.236197817909072,-0.24,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O95238",0.112759468412869,0.1,0.0113888635713075,0,0.126573857184043,0.01,0.123191073626217,0.00210276735640313,0.0461878409453564,-0.227944462025604,-0.2,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q2TBA0",0.112716099972978,0.09,0.0181148811664418,0.02,0.128040706846326,0,0.119457488872098,0.0165793638585914,0.0909070138847079,-0.222641925652863,-0.16,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q13253.1",0.112693227822741,0.07,0.0185753221378266,0,0.161871582666656,0.04,0.098854682365578,0.0128284427180319,0.10778598626421,-0.255989488351571,-0.14,FALSE,FALSE,FALSE,"low_or_nonspecific"
