"protein","mi_median_ctrl","sel_freq_ctrl","mi_median_als","sel_freq_als","mi_median_nonals","sel_freq_nonals","mi_full_ctrl","mi_full_als","mi_full_nonals","delta_mi_median","delta_sel_freq","high_ctrl","high_als","high_nonals","category"
"Q8TC27",0.0846294683743214,0.02,0.0208560516809924,0,0.128095893004623,0.03,0.0354348970876592,0.00897221352047373,0.0515893562621641,-0.191869309697952,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P58658.1",0.0846291546808051,0.01,0.0189911026051959,0,0.125549641790897,0,0.0740895014639529,0.00909512763630849,0.0844116869328726,-0.191187693866506,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O95081",0.0845672840081457,0,0.015583515335742,0.03,0.141096278548256,0.03,0.0548792742497746,0.0086224155265584,0.11095455096676,-0.210080047220659,0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P05161",0.0845649489520013,0.04,0.0137585813958545,0,0.104942037750715,0,0.0453174281615296,0.0102871450418505,0.0014686680060052,-0.175748405306862,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q03403",0.0845647496316801,0.06,0.0187413395419287,0.01,0.119071830633614,0,0.0460864298348125,0.00740782069844093,0.0014686680060052,-0.184895240723365,-0.11,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O60238",0.0845300976630126,0.05,0.0156670246795108,0,0.155422832001992,0.03,0.115002662874969,0.00371159250368036,0.10778598626421,-0.224285904985494,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UGP4",0.0845194830353695,0,0.0218524876539121,0,0.108813860266486,0.01,0.0541569589475897,0.00969939180278834,0.0461878409453567,-0.171480855647943,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P02808",0.0845189557527559,0.02,0.0157299958089117,0.02,0.14549726197851,0.01,0.0419130936184828,0.00486623817462961,0.122851393235403,-0.214286221922354,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8N4C9",0.0845041267923885,0,0.0183865707455091,0,0.167381028140971,0.03,0.0109026437897728,0.0160604757811025,0.139730365614905,-0.23349858418785,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q14520",0.0844902567691068,0.02,0.0136200135297848,0,0.103463908531757,0,0.064639230686022,0.0075720188163344,0.0461878409453564,-0.174334151771079,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q86Z23",0.0844882178635387,0.02,0.0144112256835356,0,0.115254597668083,0,0.0363426333956829,0.00491572896234382,0.0461878409453567,-0.185331589848086,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q05516",0.0844723912670879,0.02,0.0169890804634047,0,0.155141824780241,0.02,0.0380842603162055,0.0102871450418505,0.107785986264209,-0.222625135583924,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P30101.1",0.0844398788477509,0.01,0.0219980538195594,0.01,0.110188450014787,0,0.0541569589475897,0.0137051501486973,0.0461878409453567,-0.172630275042978,-0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8IV20",0.0844204763989902,0.01,0.0126809473711322,0.01,0.122048447636222,0,0.029193098815528,0.00571173522021429,0.0396925139935216,-0.19378797666408,-0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P21980",0.0844164447651359,0.01,0.0107677918829985,0,0.140899517977419,0.01,0.0397232792692566,0.0024121279493885,0.11095455096676,-0.214548170859556,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P01130",0.0843810822119859,0,0.0147182897456695,0,0.125459227427942,0,0.0495537775111132,0.00758143387378318,0.0461878409453564,-0.195122019894259,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"A8K7I4",0.0843805695792181,0.03,0.00860153009155273,0,0.199744228582482,0.07,0.0805248653699584,0.00313916503604794,0.200392896845463,-0.275523268070147,-0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P10909",0.0843705152353655,0.01,0.0150218920155869,0,0.106813265927304,0,0.0465152194757992,0.00353236818837654,0.0461878409453564,-0.176161889147083,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P42126",0.0843542355795424,0.07,0.0163452910459849,0,0.117114739363561,0.01,0.0319381311896429,0.00820998416338981,0.052683167897192,-0.185123683897119,-0.14,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O15530",0.0843147148559555,0,0.0189679509648113,0,0.114590259161576,0,0.0702096909088215,0.00937545442873988,0.0461878409453567,-0.17993702305272,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9HCN4",0.0843120346131137,0,0.0185778631179714,0.01,0.108478721711452,0,0.0660675345282367,0.00958062998850107,0.0014686680060052,-0.174212893206594,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9HC73.1",0.0843070143118472,0,0.0123606729247825,0,0.152796360246062,0.01,0.0681220848976758,0.00724235464399881,0.179048023237449,-0.224742701633126,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P53365",0.0842967344529921,0.02,0.0238777955294827,0.02,0.126253496212174,0,0.0646073973885133,0.018630087161279,0.0515893562621641,-0.186672435135684,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96GK7",0.0842961377009959,0.01,0.0182284698086728,0,0.115107151595805,0,0.0823501255556502,0.00951626187368326,0.0014686680060052,-0.181174819488128,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NPR2",0.0842954474560493,0.02,0.0203723018516391,0.01,0.126237812961283,0,0.0442611696491215,0.0127458030680492,0.0909070138847079,-0.190160958565694,-0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9Y3E7",0.0842885509490789,0.03,0.0144153045692288,0,0.119742565960638,0.01,0.0372636279283047,0.0203496470593008,0.0014686680060052,-0.189615812340489,-0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O60259",0.0842802900146578,0.04,0.00992521972593874,0,0.129885612741685,0.01,0.0314308218800501,0.0013367473509911,0.066235378027409,-0.204240683030404,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q14738",0.0842684052993228,0,0.0155367905157977,0,0.108775170068251,0.01,0.0776054113173137,0.00643207221535347,0.0014686680060052,-0.177506784851776,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P22307",0.0842348240980253,0.01,0.0242552924023212,0.01,0.110656257058934,0.01,0.0548792742497746,0.0150147477368816,0.0396925139935216,-0.170635788754638,-0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9C000",0.084201705183621,0.06,0.0144063083102912,0,0.119563550292832,0.02,0.0296055616943582,0.00623001161691716,0.0580846832139994,-0.189358947166162,-0.12,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NXJ5",0.0841965176125345,0,0.0154785928996757,0,0.143501251401743,0.05,0.101417764388808,0.00671278986879198,0.153440773291855,-0.212219176114602,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P00480",0.0841941583176682,0.02,0.016369254249786,0.02,0.191708457355155,0.12,0.0453804412947831,0.0103917858977693,0.184449538554256,-0.259533361423037,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P14373",0.0841749695295482,0,0.0234226494717826,0.01,0.105553035649953,0,0.0366649238168324,0.0178088889309569,0.0580846832139994,-0.166305355707718,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q5JTV8",0.0841721095774044,0.06,0.0145468153477917,0.01,0.12161646540479,0.02,0.0541569589475892,0.0149949283910629,0.0580846832139994,-0.191241759634403,-0.11,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q00536",0.0841538523781269,0.02,0.0234799740746858,0.01,0.118008925042233,0,0.0643768848605677,0.0173204295560474,0.0461878409453564,-0.178682803345674,-0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P30084",0.0841498087808277,0.02,0.00873560773026183,0,0.122432008029455,0.02,0.034041243736143,0.00109643518164582,0.0461878409453567,-0.19784620908002,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q14116",0.0841430634973508,0.04,0.0164937525159743,0.02,0.104010745823433,0,0.0978469860302296,0.00951626187368326,0.0014686680060052,-0.17166005680481,-0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P29350",0.0841256987902752,0.04,0.0127844222501248,0,0.126215825848431,0,0.070606647252299,0.00688953314918495,0.0909070138847079,-0.197557102388581,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P30405",0.0841205052426592,0.02,0.0163450171020274,0.01,0.114155867263985,0,0.0569338246192137,0.0044931825741017,0.052683167897192,-0.181931355404617,-0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P56134",0.0841203958649994,0.04,0.0119632445846458,0,0.12643251187998,0,0.0681220848976758,0.00229619831998873,0.0963085292015153,-0.198589663160334,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9Y216",0.0840849650069977,0.01,0.054706344304823,0.37,0.0992210541223989,0,0.0538952665838992,0.0380395824616064,0.0461878409453564,-0.128599674824574,0.35,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P53701",0.0840815198575453,0.04,0.0138342670320892,0,0.133069413244356,0.01,0.0626001868519359,0.0037787809363472,0.0461878409453564,-0.203316666069812,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q86W54",0.0840803031878172,0.02,0.0139507706897697,0,0.170879812629486,0.01,0.0941172925284746,0.00247125101627566,0.119682828532852,-0.241009345127533,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8WV92",0.0840150487935902,0,0.0213282754497188,0,0.114356653943531,0,0.0643768848605677,0.00908515398657039,0.0461878409453567,-0.177043427287403,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96HT8",0.0839745111772492,0.01,0.0197149903711304,0.01,0.119384534625026,0.01,0.0427855259740446,0.00955258857013996,0.066235378027409,-0.183644055431145,-0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P34897",0.0839704646009458,0.01,0.0177988109386971,0,0.120315826552308,0.01,0.0541569589475897,0.00688953314918495,0.0396925139935216,-0.186487480214557,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UBL0",0.0839486063114543,0.02,0.028866013552034,0.08,0.122641700632429,0,0.0618935448501419,0.0277900153165662,0.0673291896624368,-0.177724293391849,0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96H15",0.0839318207221342,0.01,0.0145377320254669,0,0.130386171380505,0.02,0.0498801920489806,0.00791131650007859,0.0461878409453564,-0.199780260077172,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9BQB4.1",0.0839056716494579,0.03,0.0210299543797889,0.02,0.128502346178434,0.03,0.0695989509169506,0.0218250010797627,0.122432008029455,-0.191378063448103,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NXS2",0.0839008831032393,0.02,0.0113480617851722,0.01,0.15642781322369,0.01,0.0541569589475897,0.0040190931056916,0.102803856153351,-0.228980634541757,-0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P56975.1",0.0838966859774968,0.05,0.0179530674555306,0.01,0.119204499122728,0,0.049015288365776,0.0153388796557348,0.105553035649953,-0.185148117644694,-0.09,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q03431",0.0838921686106864,0,0.0173469073963244,0.01,0.148044405852596,0,0.034763559038328,0.00667740746819634,0.117449877918596,-0.214589667066958,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O75629",0.083889883337054,0.03,0.0134767509702802,0,0.104357461569458,0.01,0.0593304628269125,0.00486623817462961,0.0396925139935216,-0.174770593936232,-0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q5VIR6",0.0838823818790895,0.01,0.0129737926074216,0,0.10280385615335,0,0.0776054113173137,0.00335905363784983,0.052683167897192,-0.173712445425018,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9BYX4",0.083876930495733,0.03,0.0198695469400691,0.03,0.114427142845773,0,0.0419130936184828,0.0108954884341639,0.107785986264209,-0.178434526401437,-0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P84090",0.0838579370093901,0.01,0.0140001071699891,0,0.130344742970882,0.01,0.0702096909088215,0.010039313487455,0.0909070138847079,-0.200202572810283,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UDX3",0.0838320336235383,0,0.0129460072115264,0,0.160596004145069,0,0.0460864298348125,0.00229619831998873,0.107785986264209,-0.231482030557081,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P01861",0.0838305476732135,0,0.0173190998167165,0.01,0.189385321486422,0.16,0.0610759809997989,0.0123662197224892,0.200392896845463,-0.255896769342918,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8WWU5",0.0838168271781954,0,0.00919281046925713,0,0.123959191727581,0,0.0291930988155276,0.000536933315679278,0.0396925139935216,-0.19858320843652,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96C12.1",0.0838151715123345,0,0.014502220927068,0,0.131990379192494,0,0.0372636279283047,0.00353274291740835,0.0461878409453564,-0.20130332977776,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P04818",0.0837954339517677,0.01,0.0179485472737153,0,0.158418548748777,0.07,0.0740895014639529,0.0120206099019082,0.134328850298097,-0.224265435426829,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9Y5P4",0.0837822639085808,0.02,0.0104450125210891,0,0.126739048159351,0,0.0548792742497746,0.00111306371622533,0.0844116869328726,-0.200076299546843,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O95704.1",0.0837791700807125,0.05,0.0139124213167292,0,0.158886355792924,0.03,0.0531007004351807,0.00682211501238639,0.114700698421993,-0.228753104556907,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9Y3D2",0.0837766986318547,0.03,0.0133793255180292,0,0.105969911752992,0.01,0.0441652676391984,0.00688747484507912,0.0396925139935216,-0.176367284866817,-0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8IYU8",0.0837649860952689,0,0.0137272725510957,0,0.121319191331456,0,0.0372636279283047,0.00592909349249071,0.0461878409453564,-0.19135690487563,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P55075.3",0.0837468014601137,0.01,0.0152163235758376,0,0.16394141696511,0.01,0.0590369371657133,0.0104337256908944,0.164402001472204,-0.232471894849386,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8N743.1",0.0837090760217845,0.02,0.028007058646716,0.03,0.144288755865877,0.02,0.0536253920860892,0.0147963810533809,0.172552696285613,-0.199990773240946,-0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9HCZ1",0.0836974547751255,0.02,0.0131777061719118,0,0.134545536329647,0.01,0.0389057154189127,0.00474047793713783,0.0461878409453567,-0.205065284932861,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NXV2",0.0836801087253796,0.02,0.0115913762402111,0,0.112928710580596,0.01,0.0751694111397505,0.00329205601903126,0.0608338627106015,-0.185017443065765,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P31997",0.0836727680448697,0.03,0.0163891529587379,0.01,0.159128570882094,0,0.0751694111397505,0.0047732271202654,0.119682828532852,-0.226412185968226,-0.05,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P55774",0.0836539601049144,0.04,0.0138347049434961,0,0.114590259161576,0,0.0609725503175209,0.00613100688428858,0.0396925139935216,-0.184409514322994,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P68036.P0CG47.1",0.083638961236306,0.02,0.0368392963667619,0.06,0.16999753914846,0.04,0.0417778296386957,0.028760784907591,0.102803856153351,-0.216797204018004,0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O95363",0.0836365674954966,0.01,0.0200066766139138,0,0.12856370004877,0,0.049015288365776,0.00641649151708101,0.114281313216045,-0.192193590930353,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96PD5",0.0836296867784219,0,0.0175931987929017,0.01,0.184114399999222,0.08,0.0320652130353101,0.0136448741244832,0.127833523346262,-0.250150887984742,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9BZE9",0.0836296571602999,0.01,0.0132411510534964,0,0.116400201993667,0,0.0660675345282367,0.00398131137196156,0.0461878409453567,-0.186788708100471,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P04066",0.0836129838987458,0.05,0.0281434433871046,0.03,0.141096278548256,0.06,0.0626001868519364,0.0211057392212455,0.153440773291855,-0.196565819059897,-0.07,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q6DD88",0.0836088209191634,0.03,0.0226928454464632,0,0.105580170640354,0,0.0619253781476514,0.0181307119846932,0.0461878409453564,-0.166496146113054,-0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P01375",0.0835901997515445,0.02,0.0125350343238468,0,0.147170145634637,0.01,0.0456576401938267,0.00403572164027111,0.0963085292015153,-0.218225311062335,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P19474",0.0835854206376481,0.04,0.0183825823904644,0.01,0.152505159203561,0.01,0.0380326296015876,0.0134546891728773,0.152505159203561,-0.217707997450744,-0.07,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O00221",0.0835827133841649,0.02,0.0174354200476949,0.01,0.124731460391595,0.01,0.0817949075307611,0.00247125101627566,0.10778598626421,-0.190878753728065,-0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q6PUV4",0.0835735184819555,0,0.0152062058896754,0,0.115604972023237,0,0.0740895014639529,0.00665603021244099,0.066235378027409,-0.183972284615518,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O60603",0.0835731238679653,0.04,0.0109003600448143,0,0.121492039287223,0,0.0504909320408529,0.0037787809363472,0.0461878409453567,-0.194164803110374,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9Y2H0",0.0835702946101669,0.03,0.0334970552549052,0.06,0.102803856153351,0.01,0.0796599616867528,0.019583236737668,0.0014686680060052,-0.152877095508612,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P09601",0.0835694327077765,0.01,0.0173691437116559,0.01,0.117884498924665,0.01,0.0291930988155276,0.00668285277803227,0.0461878409453564,-0.184084787920786,-0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P02790.2",0.0835643943579121,0.01,0.0137186245098326,0,0.107785986264209,0.01,0.0341528190464562,0.00173545994696678,0.0909070138847079,-0.177631756112289,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O60235",0.0835623906100349,0.03,0.0155756742260014,0,0.120625436049722,0,0.0441652676391984,0.00580425531670503,0.0909070138847075,-0.188612152433756,-0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9BPW9",0.0835591827447442,0.02,0.0196725712229329,0.01,0.110390129354694,0,0.0557990464381981,0.011415111400646,0.0844116869328726,-0.174276740876505,-0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9Y5C1.1",0.0835485335870803,0.02,0.0244984105663373,0.02,0.114281313216045,0.01,0.0499662403899435,0.0191402551678705,0.0461878409453567,-0.173331436236788,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O14737",0.083535432874893,0.01,0.0121374856673553,0,0.104564645069523,0,0.0740895014639529,0.0043172680997916,0.0461878409453567,-0.17596259227706,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P62820",0.0835354328748927,0.05,0.0116788221863697,0,0.129073164611018,0.02,0.0740895014639529,0.00311874146850499,0.105553035649953,-0.200929775299541,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8N6C8",0.083533385113149,0,0.0197719947918213,0.01,0.131081186822179,0,0.0730818051286044,0.0134114351456125,0.117449877918595,-0.194842577143507,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UHQ4",0.0835149370772215,0.01,0.0135590360834108,0,0.108986708222252,0,0.073081805128604,0.00972627784969937,0.0461878409453567,-0.178942609216063,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q6S5H5",0.0834998622246761,0,0.0118771469608845,0.01,0.123717996472904,0,0.0596788569933291,0.00414087718566636,0.0580846832139994,-0.195340711736695,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O43781.1",0.0834274814939953,0.01,0.0224829732704686,0.04,0.147210783318246,0,0.0386433695934589,0.024143937093335,0.107785986264209,-0.208155291541773,0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P01286",0.0834273150203699,0.04,0.0127038023204271,0,0.127385870871305,0.01,0.0341528190464566,0.00580421853085911,0.102803856153351,-0.198109383571248,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q14653",0.0834086410867234,0.06,0.0236574317356113,0.01,0.11861992294147,0.01,0.0660675345282367,0.0238283785477722,0.0461878409453567,-0.178371132292582,-0.11,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96FQ6",0.0834008502417427,0.03,0.0138654055368823,0,0.11874536889353,0.01,0.0462528736503445,0.00674143280833794,0.0608338627106015,-0.188280813598391,-0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O75962",0.0833995648752062,0.05,0.0172460897522517,0,0.108604167663512,0.01,0.0644254470376278,0.00553748550914346,0.0014686680060052,-0.174757642786466,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8TD55",0.0833757567730333,0,0.0218302358865599,0.02,0.111927835418798,0,0.0541569589475892,0.0156797294269544,0.0461878409453564,-0.173473356305272,0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P36873",0.0833743365038713,0.01,0.0254808965099671,0.01,0.116400201993667,0,0.0372636279283047,0.0116704265633887,0.052683167897192,-0.174293641987571,-0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O15130",0.0833637839096306,0.02,0.0172173694691229,0,0.100282114162753,0.01,0.0386433695934589,0.00999585400252778,0.0461878409453564,-0.166428528603261,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O94992",0.0833627901832978,0.02,0.0303904222188323,0.08,0.119259088672966,0,0.0548792742497746,0.0197956268627193,0.0909070138847075,-0.172231456637432,0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P0C2L3",0.0833614504233284,0.01,0.014293951091529,0,0.125285359637684,0.02,0.0504590987433438,0.010043087236431,0.117449877918595,-0.194352858969484,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P32971",0.0833568577014649,0.01,0.0184079516499069,0,0.158894965664049,0.01,0.0407309756046046,0.0146826919791732,0.107785986264209,-0.223843871715607,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96Q40",0.0833525183344741,0.01,0.0321330636849424,0.06,0.130770364414708,0.01,0.0432783843274431,0.017164135718835,0.0461878409453567,-0.18198981906424,0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UJY5",0.0833342154910406,0.02,0.0208652535820353,0,0.119329945074787,0,0.0660675345282367,0.0120125080341746,0.0844116869328726,-0.181798906983793,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q13442",0.0833251494468645,0.03,0.0154195843206917,0,0.131891354958414,0.02,0.0557990464381981,0.00465948128774052,0.0461878409453567,-0.199796920084587,-0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q14126.1",0.083320694289593,0.03,0.012031437329693,0,0.115188728561169,0,0.0331214715477191,0.00288466030807966,0.0909070138847075,-0.186477985521069,-0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9HAT8",0.0833164806266651,0.04,0.0138243816052144,0,0.102676564650263,0,0.055450652271781,0.00632743135943414,0.0014686680060052,-0.172168663671714,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9H425",0.08330886093324,0.02,0.0193058902419829,0.01,0.157013282065308,0.01,0.0389057154189127,0.00533272898623194,0.11095455096676,-0.221016252756565,-0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O14791.1",0.0832815317801057,0.03,0.0301152200437294,0.07,0.0976349262200958,0,0.0459199860192809,0.021094871829284,0.0014686680060052,-0.150801237956472,0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8N128",0.0832727262699653,0.02,0.0279757442696333,0.06,0.161829328540498,0.02,0.0504909320408529,0.02114172043381,0.153440773291855,-0.21712631054083,0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99LC4.219",0.0832430763700609,0.01,0.0200203236948207,0.01,0.184114399999222,0.02,0.0681220848976758,0.00820998416338981,0.127833523346262,-0.247337152674462,-0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P23443",0.0832393586458402,0.02,0.0286645397519172,0.08,0.126918063827158,0,0.0372636279283047,0.0150147477368816,0.0844116869328726,-0.181492882721081,0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8NBQ5",0.0832247735266278,0.02,0.0131744751490512,0,0.126253496212174,0.01,0.0426190821585126,0.00335905363784983,0.117449877918595,-0.196303794589751,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q6ZMJ2",0.0832152197572789,0.04,0.0152993448798007,0,0.128870236328141,0.02,0.0651632688751662,0.00566239315856709,0.102803856153351,-0.196786111205619,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q16822",0.083213556012784,0.01,0.0132348770848516,0,0.101037016189502,0,0.0288995731543289,0.00517566824125204,0.0014686680060052,-0.171015695117434,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P62318",0.0832122707785588,0.03,0.0225716763507973,0.02,0.141742195592484,0.03,0.0157802069321025,0.0197968633697747,0.102803856153351,-0.202382790020245,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P48740",0.083208820601687,0.01,0.0131648686244803,0,0.152796360246062,0.01,0.0362073694158958,0.00203042700177969,0.114700698421993,-0.222840312223268,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O75956.1",0.0831961142129776,0.05,0.0209022064010043,0,0.141133123195464,0.02,0.0560295589661437,0.00887634167575246,0.0461878409453567,-0.203427031007438,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q5TFE4",0.0831936504325312,0.01,0.0173125991896186,0,0.120978319507787,0,0.0372756638087037,0.00910914044387345,0.102803856153351,-0.186859370750699,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q6UWL6",0.0831877989659568,0.03,0.0101116740183573,0,0.122181116125335,0.01,0.029193098815528,5.02083983642265e-05,0.0963085292015153,-0.195257241072934,-0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q92870.1",0.0831616076850104,0.03,0.0243755731745077,0.05,0.120381731692134,0,0.0975846402047753,0.014003082130928,0.0580846832139994,-0.179167766202637,-0.01,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q6ZN17",0.0831462407900967,0.03,0.019386281986516,0.04,0.111033649740127,0,0.0755651451390298,0.0147468156245862,0.0396925139935216,-0.174793608543708,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UJ90.1",0.0830869031733767,0.02,0.0164546564517862,0,0.114623674308132,0,0.0442611696491211,0.0108954884341639,0.0580846832139994,-0.181255921029723,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9Y606",0.0830663809929362,0.02,0.014300282978184,0,0.116737346682368,0,0.0244950709482894,0.00808879546155117,0.0580846832139994,-0.185503444697121,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
